nozc,nozw,performance
-1.5,0.0,0.0002544662075416506
-1.5,0.2,0.007375191197790506
-1.5,0.4,0.009613509038848686
-1.5,0.6000000000000001,0.012753359576745942
-1.5,0.8,0.01668848864187786
-1.5,1.0,0.02095388878359246
-1.5,1.2000000000000002,0.02497752678671922
-1.5,1.4000000000000001,0.028389573160289523
-1.5,1.6,0.031060333124655844
-1.5,1.8,0.03306669200196667
-1.5,2.0,0.03451907934966917
-1.5,2.2,0.03548724742818433
-1.5,2.4000000000000004,0.03599637148132399
-1.5,2.6,0.036053470802056065
-1.5,2.8000000000000003,0.035672700499496814
-1.5,3.0,0.03488738422438377
-1.5,3.2,0.03375162829855448
-1.5,3.4000000000000004,0.03233451897931944
-1.5,3.6,0.030711640725669325
-1.5,3.8000000000000003,0.028957000200710244
-1.5,4.0,0.027137083017787226
-1.425,0.0,0.0002544662075416506
-1.425,0.2,0.020705278922487514
-1.425,0.4,0.02523056912565857
-1.425,0.6000000000000001,0.03385507043291857
-1.425,0.8,0.04429489766477138
-1.425,1.0,0.05513107655577399
-1.425,1.2000000000000002,0.064410864387898
-1.425,1.4000000000000001,0.07081249807341898
-1.425,1.6,0.07402017050362038
-1.425,1.8,0.07459655287290996
-1.425,2.0,0.07334205681701844
-1.425,2.2,0.07090636669160455
-1.425,2.4000000000000004,0.06771915563016673
-1.425,2.6,0.06404860519574844
-1.425,2.8000000000000003,0.060075140100948804
-1.425,3.0,0.05593682115567064
-1.425,3.2,0.05174962980847611
-1.425,3.4000000000000004,0.047612558983040204
-1.425,3.6,0.04360680769618222
-1.425,3.8000000000000003,0.03979435462956012
-1.425,4.0,0.036217989368283285
-1.35,0.0,0.0002544662075416506
-1.35,0.2,0.0432291164210226
-1.35,0.4,0.056835724047191644
-1.35,0.6000000000000001,0.07780029504979798
-1.35,0.8,0.10219871656350352
-1.35,1.0,0.1268856941838573
-1.35,1.2000000000000002,0.14680849530013487
-1.35,1.4000000000000001,0.15801858282583026
-1.35,1.6,0.15982463096679408
-1.35,1.8,0.15433844914760714
-1.35,2.0,0.14449364672499276
-1.35,2.2,0.1326421121448893
-1.35,2.4000000000000004,0.12026208574914661
-1.35,2.6,0.1081608183632357
-1.35,2.8000000000000003,0.09674182435696149
-1.35,3.0,0.08619063984409721
-1.35,3.2,0.07657830831366662
-1.35,3.4000000000000004,0.06791337760756366
-1.35,3.6,0.060167692948031856
-1.35,3.8000000000000003,0.053290440524822895
-1.35,4.0,0.04721711319778351
-1.275,0.0,0.0002544662075416506
-1.275,0.2,0.0853035487402372
-1.275,0.4,0.11347423322364407
-1.275,0.6000000000000001,0.15463528257320486
-1.275,0.8,0.20464600580426506
-1.275,1.0,0.2550233829617405
-1.275,1.2000000000000002,0.2948903770621828
-1.275,1.4000000000000001,0.3144757791195032
-1.275,1.6,0.311652715702516
-1.275,1.8,0.29186917965508835
-1.275,2.0,0.263052019419572
-1.275,2.2,0.23150019128132704
-1.275,2.4000000000000004,0.20092852752295284
-1.275,2.6,0.17307746535841542
-1.275,2.8000000000000003,0.14853085069496388
-1.275,3.0,0.12729227094857457
-1.275,3.2,0.10910997083110036
-1.275,3.4000000000000004,0.09364067076840893
-1.275,3.6,0.08052667611502154
-1.275,3.8000000000000003,0.06943008749672233
-1.275,4.0,0.06004652400175463
-1.2,0.0,0.0002544662075416506
-1.2,0.2,0.15351513419052393
-1.2,0.4,0.19642697136517295
-1.2,0.6000000000000001,0.26758597006625306
-1.2,0.8,0.35699703826432305
-1.2,1.0,0.4482223485762622
-1.2,1.2000000000000002,0.5222135618391511
-1.2,1.4000000000000001,0.5582005268191996
-1.2,1.6,0.5487694695455071
-1.2,1.8,0.5042677783992411
-1.2,2.0,0.4421260351464738
-1.2,2.2,0.37648168395754017
-1.2,2.4000000000000004,0.3153436985694483
-1.2,2.6,0.2619975493119841
-1.2,2.8000000000000003,0.21705366193879763
-1.2,3.0,0.17989194767686822
-1.2,3.2,0.1494565505839916
-1.2,3.4000000000000004,0.12463344824715321
-1.2,3.6,0.10440618561387079
-1.2,3.8000000000000003,0.08790540620676353
-1.2,4.0,0.07441174762855565
-1.125,0.0,0.0002544662075416506
-1.125,0.2,0.19994431405161053
-1.125,0.4,0.29167828369413235
-1.125,0.6000000000000001,0.40783916508894863
-1.125,0.8,0.5454044947412784
-1.125,1.0,0.6914853887101616
-1.125,1.2000000000000002,0.8178994813826442
-1.125,1.4000000000000001,0.8862374875129502
-1.125,1.6,0.8746730224622679
-1.125,1.8,0.7973390176439585
-1.125,2.0,0.6867307748870042
-1.125,2.2,0.5706827075914316
-1.125,2.4000000000000004,0.4648049685465842
-1.125,2.6,0.37497630912662877
-1.125,2.8000000000000003,0.3016743579132187
-1.125,3.0,0.2430611129244709
-1.125,3.2,0.19663812322429985
-1.125,3.4000000000000004,0.1599851803779501
-1.125,3.6,0.1310244719652404
-1.125,3.8000000000000003,0.10806988867766644
-1.125,4.0,0.08979192900838537
-1.05,0.0,0.0002544662075416506
-1.05,0.2,0.3095947604219398
-1.05,0.4,0.40846168773540004
-1.05,0.6000000000000001,0.5522343032970211
-1.05,0.8,0.736534704357136
-1.05,1.0,0.9438045758966536
-1.05,1.2000000000000002,1.1407796786210973
-1.05,1.4000000000000001,1.2659258836781464
-1.05,1.6,1.2679611945476277
-1.05,1.8,1.1579218231298358
-1.05,2.0,0.988137183202423
-1.05,2.2,0.8075203260865182
-1.05,2.4000000000000004,0.6439389085012382
-1.05,2.6,0.5075578536909948
-1.05,2.8000000000000003,0.39875655240182845
-1.05,3.0,0.3139025820353365
-1.05,3.2,0.24839670414100465
-1.05,3.4000000000000004,0.19796593609748062
-1.05,3.6,0.15907207145586594
-1.05,3.8000000000000003,0.12893995730023203
-1.05,4.0,0.10545136894984969
-0.975,0.0,0.0002544662075416506
-0.975,0.2,0.37861286669495775
-0.975,0.4,0.4865503528098803
-0.975,0.6000000000000001,0.6716899856511034
-0.975,0.8,0.8926899818725191
-0.975,1.0,1.1548728910506967
-0.975,1.2000000000000002,1.4325166961678595
-0.975,1.4000000000000001,1.6413925058730585
-0.975,1.6,1.6832892215333939
-0.975,1.8,1.5522572947431046
-0.975,2.0,1.3218141116390363
-0.975,2.2,1.0691619287791854
-0.975,2.4000000000000004,0.8397604902100985
-0.975,2.6,0.6503159592427669
-0.975,2.8000000000000003,0.501498348710195
-0.975,3.0,0.38753804329441544
-0.975,3.2,0.30124936404320163
-0.975,3.4000000000000004,0.2360947536939104
-0.975,3.6,0.18678185900443497
-0.975,3.8000000000000003,0.1492545308699866
-0.975,4.0,0.12048693709450323
-0.9,0.0,0.0002544662075416506
-0.9,0.2,0.41381111604302834
-0.9,0.4,0.5684457628940743
-0.9,0.6000000000000001,0.7514468054018891
-0.9,0.8,0.9892016586639377
-0.9,1.0,1.2883784457765834
-0.9,1.2000000000000002,1.6424585251397785
-0.9,1.4000000000000001,1.9537491439730672
-0.9,1.6,2.0640010592956535
-0.9,1.8,1.932670833859155
-0.9,2.0,1.6508165942076083
-0.9,2.2,1.3283944702600206
-0.9,2.4000000000000004,1.0328642611794607
-0.9,2.6,0.7896977482971845
-0.9,2.8000000000000003,0.6005537554170426
-0.9,3.0,0.4575654091185366
-0.9,3.2,0.3508199102140111
-0.9,3.4000000000000004,0.2713763518862026
-0.9,3.6,0.21209580733616748
-0.9,3.8000000000000003,0.16759146205597794
-0.9,4.0,0.13390895549865395
-0.8250000000000001,0.0,0.0002544662075416506
-0.8250000000000001,0.2,0.49346627950154714
-0.8250000000000001,0.4,0.6056210572716476
-0.8250000000000001,0.6000000000000001,0.7814215535640817
-0.8250000000000001,0.8,1.018678357035025
-0.8250000000000001,1.0,1.3327213982899173
-0.8250000000000001,1.2000000000000002,1.74642330293832
-0.8250000000000001,1.4000000000000001,2.1626224588998753
-0.8250000000000001,1.6,2.3600569044944737
-0.8250000000000001,1.8,2.2499728667683896
-0.8250000000000001,2.0,1.9337450613615843
-0.8250000000000001,2.2,1.5536683797102815
-0.8250000000000001,2.4000000000000004,1.2006507887166815
-0.8250000000000001,2.6,0.9101084996943475
-0.8250000000000001,2.8000000000000003,0.6853867289557137
-0.8250000000000001,3.0,0.5169395009737554
-0.8250000000000001,3.2,0.3924118223636689
-0.8250000000000001,3.4000000000000004,0.30067412365015905
-0.8250000000000001,3.6,0.2329083005713358
-0.8250000000000001,3.8000000000000003,0.1825268134112342
-0.8250000000000001,4.0,0.14474597531662084
-0.75,0.0,0.0002544662075416506
-0.75,0.2,0.4891911820533071
-0.75,0.4,0.6018478836865772
-0.75,0.6000000000000001,0.7661044927058703
-0.75,0.8,0.9856427345662117
-0.75,1.0,1.296934803467457
-0.75,1.2000000000000002,1.750151115456395
-0.75,1.4000000000000001,2.2571397464973226
-0.75,1.6,2.541672747737269
-0.75,1.8,2.4656265031602502
-0.75,2.0,2.134004731448494
-0.75,2.2,1.715578298350454
-0.75,2.4000000000000004,1.32165036034119
-0.75,2.6,0.9967136699841632
-0.75,2.8000000000000003,0.7460554347839871
-0.75,3.0,0.5590972538384215
-0.75,3.2,0.42171502797085136
-0.75,3.4000000000000004,0.3211542192332226
-0.75,3.6,0.24734613705225902
-0.75,3.8000000000000003,0.19281243788151892
-0.75,4.0,0.15215825195191368
-0.675,0.0,0.0002544662075416506
-0.675,0.2,0.4795840173654247
-0.675,0.4,0.5737464270134217
-0.675,0.6000000000000001,0.7097043193777391
-0.675,0.8,0.9051117180146492
-0.675,1.0,1.2053507149220615
-0.675,1.2000000000000002,1.6824438479535824
-0.675,1.4000000000000001,2.2531007596391484
-0.675,1.6,2.602362183612953
-0.675,1.8,2.5582156731676307
-0.675,2.0,2.226689363116086
-0.675,2.2,1.7925499536895875
-0.675,2.4000000000000004,1.3796415191492626
-0.675,2.6,1.0382062143091895
-0.675,2.8000000000000003,0.7749929087555145
-0.675,3.0,0.5790763410837285
-0.675,3.2,0.43550047980629353
-0.675,3.4000000000000004,0.3307152892020505
-0.675,3.6,0.2540349081309708
-0.675,3.8000000000000003,0.19754200340378922
-0.675,4.0,0.1555420448525187
-0.6000000000000001,0.0,0.0002544662075416506
-0.6000000000000001,0.2,0.44990780715104256
-0.6000000000000001,0.4,0.5194045899286253
-0.6000000000000001,0.6000000000000001,0.6355998432704084
-0.6000000000000001,0.8,0.8073228829611396
-0.6000000000000001,1.0,1.0958484208076482
-0.6000000000000001,1.2000000000000002,1.583774421495103
-0.6000000000000001,1.4000000000000001,2.1792128639841604
-0.6000000000000001,1.6,2.5511871783103746
-0.6000000000000001,1.8,2.5225662008910437
-0.6000000000000001,2.0,2.201266710672208
-0.6000000000000001,2.2,1.7742656548844962
-0.6000000000000001,2.4000000000000004,1.3665403037169486
-0.6000000000000001,2.6,1.0288788703452747
-0.6000000000000001,2.8000000000000003,0.768377799012354
-0.6000000000000001,3.0,0.5743839981992432
-0.6000000000000001,3.2,0.4321591323374948
-0.6000000000000001,3.4000000000000004,0.32831990387653687
-0.6000000000000001,3.6,0.25230261098878487
-0.6000000000000001,3.8000000000000003,0.19627661314892023
-0.6000000000000001,4.0,0.1546077019782918
-0.525,0.0,0.0002544662075416506
-0.525,0.2,0.41125018773757743
-0.525,0.4,0.4757853615431401
-0.525,0.6000000000000001,0.5739977505754845
-0.525,0.8,0.7290766665428833
-0.525,1.0,1.0074634131943447
-0.525,1.2000000000000002,1.4873284919052867
-0.525,1.4000000000000001,2.0572375590094887
-0.525,1.6,2.3999176434593186
-0.525,1.8,2.3646755465217395
-0.525,2.0,2.0610055430543843
-0.525,2.2,1.6627214346261239
-0.525,2.4000000000000004,1.2836662059025017
-0.525,2.6,0.9696318402522661
-0.525,2.8000000000000003,0.7268274583521994
-0.525,3.0,0.5454422690151003
-0.525,3.2,0.4119785805162547
-0.525,3.4000000000000004,0.31416391993050596
-0.525,3.6,0.2422829409055232
-0.525,3.8000000000000003,0.1891079766329721
-0.525,4.0,0.14941856240514903
-0.44999999999999996,0.0,0.0002544662075416506
-0.44999999999999996,0.2,0.38604985584868573
-0.44999999999999996,0.4,0.44614878876864256
-0.44999999999999996,0.6000000000000001,0.5375341032722271
-0.44999999999999996,0.8,0.6856234031639695
-0.44999999999999996,1.0,0.9523271508193651
-0.44999999999999996,1.2000000000000002,1.3953091233119885
-0.44999999999999996,1.4000000000000001,1.886349890539854
-0.44999999999999996,1.6,2.1549903806181048
-0.44999999999999996,1.8,2.0982561875541372
-0.44999999999999996,2.0,1.8216037329899903
-0.44999999999999996,2.2,1.4716631433128466
-0.44999999999999996,2.4000000000000004,1.141476920050829
-0.44999999999999996,2.6,0.8678266052671079
-0.44999999999999996,2.8000000000000003,0.6553082944905283
-0.44999999999999996,3.0,0.49553035997829153
-0.44999999999999996,3.2,0.3771054715733954
-0.44999999999999996,3.4000000000000004,0.28965193461361943
-0.44999999999999996,3.6,0.22489927869422688
-0.44999999999999996,3.8000000000000003,0.17664796192472634
-0.44999999999999996,4.0,0.14038412343973977
-0.375,0.0,0.0002544662075416506
-0.375,0.2,0.35505497957108145
-0.375,0.4,0.41440979397298483
-0.375,0.6000000000000001,0.5053841355424981
-0.375,0.8,0.6510068065544006
-0.375,1.0,0.8980668535112004
-0.375,1.2000000000000002,1.2724278985679096
-0.375,1.4000000000000001,1.6469017292360282
-0.375,1.6,1.8224990945932102
-0.375,1.8,1.7465165612273614
-0.375,2.0,1.5104042607420902
-0.375,2.2,1.2248942086389203
-0.375,2.4000000000000004,0.9579453509006324
-0.375,2.6,0.7360507803585855
-0.375,2.8000000000000003,0.5622908248904259
-0.375,3.0,0.43023748543555074
-0.375,3.2,0.3312009984249968
-0.375,3.4000000000000004,0.25718309788141724
-0.375,3.6,0.20173195321226756
-0.375,3.8000000000000003,0.15994611182408575
-0.375,4.0,0.12820845107088918
-0.30000000000000004,0.0,0.0002544662075416506
-0.30000000000000004,0.2,0.2983835293099561
-0.30000000000000004,0.4,0.3507494898579841
-0.30000000000000004,0.6000000000000001,0.44038188362618647
-0.30000000000000004,0.8,0.577372455599815
-0.30000000000000004,1.0,0.7904562528502354
-0.30000000000000004,1.2000000000000002,1.075530431322955
-0.30000000000000004,1.4000000000000001,1.3278726438814474
-0.30000000000000004,1.6,1.423653146162905
-0.30000000000000004,1.8,1.3463942868781869
-0.30000000000000004,2.0,1.1648475847387783
-0.30000000000000004,2.2,0.9531003632872036
-0.30000000000000004,2.4000000000000004,0.755634174623725
-0.30000000000000004,2.6,0.589947123552214
-0.30000000000000004,2.8000000000000003,0.4582872396937382
-0.30000000000000004,3.0,0.3565244082616111
-0.30000000000000004,3.2,0.27885292427149877
-0.30000000000000004,3.4000000000000004,0.219786359516696
-0.30000000000000004,3.6,0.17479228754248996
-0.30000000000000004,3.8000000000000003,0.1403491284409573
-0.30000000000000004,4.0,0.11380216285194616
-0.2250000000000001,0.0,0.0002544662075416506
-0.2250000000000001,0.2,0.20866927686543707
-0.2250000000000001,0.4,0.24953962023323023
-0.2250000000000001,0.6000000000000001,0.32735958653307956
-0.2250000000000001,0.8,0.44196206371890967
-0.2250000000000001,1.0,0.6068166579327646
-0.2250000000000001,1.2000000000000002,0.8020628266618687
-0.2250000000000001,1.4000000000000001,0.9566682973032238
-0.2250000000000001,1.6,1.0050330048451956
-0.2250000000000001,1.8,0.9473638055848708
-0.2250000000000001,2.0,0.8273355648779205
-0.2250000000000001,2.2,0.6886324885055816
-0.2250000000000001,2.4000000000000004,0.5576511541519581
-0.2250000000000001,2.6,0.44541947766815443
-0.2250000000000001,2.8000000000000003,0.3540298027556942
-0.2250000000000001,3.0,0.28157047551787673
-0.2250000000000001,3.2,0.22485578674925472
-0.2250000000000001,3.4000000000000004,0.18067298501250753
-0.2250000000000001,3.6,0.14624391099698517
-0.2250000000000001,3.8000000000000003,0.11932633397667144
-0.2250000000000001,4.0,0.09817223088989495
-0.15000000000000013,0.0,0.0002544662075416506
-0.15000000000000013,0.2,0.11234376715702654
-0.15000000000000013,0.4,0.14158073503442664
-0.15000000000000013,0.6000000000000001,0.19523502054523656
-0.15000000000000013,0.8,0.2758334696477502
-0.15000000000000013,1.0,0.38621493803122836
-0.15000000000000013,1.2000000000000002,0.5072250695172488
-0.15000000000000013,1.4000000000000001,0.59821022357351
-0.15000000000000013,1.6,0.6281049190572056
-0.15000000000000013,1.8,0.5997159103961013
-0.15000000000000013,2.0,0.5357864760761898
-0.15000000000000013,2.2,0.45883441499206995
-0.15000000000000013,2.4000000000000004,0.383221843366913
-0.15000000000000013,2.6,0.3157871508072403
-0.15000000000000013,2.8000000000000003,0.2586711951879302
-0.15000000000000013,3.0,0.21164361772294904
-0.15000000000000013,3.2,0.17350243519709704
-0.15000000000000013,3.4000000000000004,0.1427913289022732
-0.15000000000000013,3.6,0.11812153764372296
-0.15000000000000013,3.8000000000000003,0.09829079395071691
-0.15000000000000013,4.0,0.08230724974017024
-0.07499999999999996,0.0,0.0002544662075416506
-0.07499999999999996,0.2,0.04497771660360087
-0.07499999999999996,0.4,0.06194055464261192
-0.07499999999999996,0.6000000000000001,0.09009005279881495
-0.07499999999999996,0.8,0.1355743672455542
-0.07499999999999996,1.0,0.1973312011612684
-0.07499999999999996,1.2000000000000002,0.2646474233694533
-0.07499999999999996,1.4000000000000001,0.3174877658666888
-0.07499999999999996,1.6,0.34160790882975817
-0.07499999999999996,1.8,0.3373007181792171
-0.07499999999999996,2.0,0.31357277694781344
-0.07499999999999996,2.2,0.28020113429211724
-0.07499999999999996,2.4000000000000004,0.24420958751393815
-0.07499999999999996,2.6,0.20964816007082915
-0.07499999999999996,2.8000000000000003,0.17844144972841253
-0.07499999999999996,3.0,0.15124316342925653
-0.07499999999999996,3.2,0.1280316163971065
-0.07499999999999996,3.4000000000000004,0.10846837971008484
-0.07499999999999996,3.6,0.09209699894346968
-0.07499999999999996,3.8000000000000003,0.07844570256959749
-0.07499999999999996,4.0,0.06707593685393527
0.0,0.0,0.0002544662075416506
0.0,0.2,0.013749386432736713
0.0,0.4,0.02025658320581692
0.0,0.6000000000000001,0.03164568253915857
0.0,0.8,0.05146852757565949
0.0,1.0,0.0795238388144334
0.0,1.2000000000000002,0.11204427489580421
0.0,1.4000000000000001,0.14089688134493825
0.0,1.6,0.15971693010023777
0.0,1.8,0.166987832589382
0.0,2.0,0.16474627128701483
0.0,2.2,0.15611323653446982
0.0,2.4000000000000004,0.14387947657466713
0.0,2.6,0.13009283142691147
0.0,2.8000000000000003,0.11609758033816997
0.0,3.0,0.10270106367679524
0.0,3.2,0.09033833949980492
0.0,3.4000000000000004,0.07920124005543154
0.0,3.6,0.06933065861855782
0.0,3.8000000000000003,0.060679375885655897
0.0,4.0,0.05315331984045964
